Serie,Modelo,MAE,RMSE,sMAPE,Processing Time
expo_4,Nixtla Conjunto: RandomForestRegressor,705.8610297978619,719.3706553077977,1.9999488679543185,4.5768
expo_5,Nixtla Conjunto: LinearRegression,883.2106316485169,915.967127215295,1.999887189955536,4.5768
expo_5,Nixtla Conjunto: XGBRegressor,464.3798319555027,473.7600210312798,1.9998018032672555,4.5768
expo_5,Nixtla Conjunto: RandomForestRegressor,592.6732185033541,593.6945261855191,1.9998510516831995,4.5768
Impo 1,LinearRegression,924.7788199374329,1111.3812982676295,0.2572781036249726,3.0809
Impo 1,XGBRegressor,762.8416631789435,965.2391368177786,0.2098691108378285,3.0809
Impo 1,RandomForestRegressor,839.4977619047613,1140.3217430355633,0.22519554855788218,3.0809
Impo 2,LinearRegression,780.0234195925287,908.7297189627126,0.7100060290231001,3.2952
Impo 2,XGBRegressor,1093.8108203706288,1268.4624814973333,0.8275497023410692,3.2952
Impo 2,RandomForestRegressor,768.1947142857141,887.8393819412487,0.706766083847678,3.2952
Impo 3,LinearRegression,64.93669338072088,96.91504221696631,1.9999999999111613,3.0834
Impo 3,XGBRegressor,75.6221703018461,105.29989986768199,1.9354427640296958,3.0834
Impo 3,RandomForestRegressor,84.02088095238094,111.31095051152231,1.9436256697636565,3.0834
Impo 4,LinearRegression,249.26119931285217,299.9292384687421,0.865362271752266,3.0925
Impo 4,XGBRegressor,288.6734181722005,354.35016767569414,0.9048463946435275,3.0925
Impo 4,RandomForestRegressor,329.06321428571425,380.9679875182303,0.9702168417971757,3.0925
Impo 5,LinearRegression,536.8849042586742,803.7811948905661,1.585841685788649,2.9947
Impo 5,XGBRegressor,419.312640949431,546.673558094371,0.8922022790877843,2.9947
Impo 5,RandomForestRegressor,374.5150238095241,522.8043791576468,0.8073630141246964,2.9947
Impo 6,LinearRegression,279.146924534359,361.4621838532628,0.3442644381521932,0.8286
Impo 6,XGBRegressor,306.35525207519527,376.624281328823,0.3701313601912346,0.8286
Impo 6,RandomForestRegressor,311.39071249999995,389.27426622174914,0.37553871864637184,0.8286
Impo 7,LinearRegression,159.96304616779915,196.52393436537437,0.3709295729740263,3.1730
Impo 7,XGBRegressor,205.32683308919266,244.92749342539423,0.4474551229361547,3.1730
Impo 7,RandomForestRegressor,222.5860476190475,261.81799484537044,0.46904514145211607,3.1730
Expo 1,LinearRegression,1847.7443873484165,2159.545605828638,0.7993164456611643,2.8019
Expo 1,XGBRegressor,1559.93828171503,1860.2123960733281,0.7258864390275911,2.8019
Expo 1,RandomForestRegressor,2554.76658809524,2746.669053204524,0.9608056329194994,2.8019
Expo 2,LinearRegression,714.0254710558474,854.429805318488,1.3903099813969677,2.8709
Expo 2,XGBRegressor,558.4883144850958,784.4323625762893,1.3432793386345399,2.8709
Expo 2,RandomForestRegressor,717.4570023809523,845.3391964807778,1.3937912850131478,2.8709
Expo 3,LinearRegression,204.03622804937243,378.4335533255196,0.37143510183380446,2.9395
Expo 3,XGBRegressor,203.6436856897866,368.02901010306414,0.3731894043449319,2.9395
Expo 3,RandomForestRegressor,193.68378048780477,373.0012653845337,0.3454743825581656,2.9395
Expo 4,LinearRegression,189.22285994560647,223.99291481122805,0.9294926062526836,2.9411
Expo 4,XGBRegressor,368.07275394258045,407.98732353196056,1.2143765578110273,2.9411
Expo 4,RandomForestRegressor,409.7057857142858,451.9127204560898,1.2404894176009453,2.9411
Expo 5,LinearRegression,76.63283182293935,120.24501016793643,0.3802537013392393,3.0547
Expo 5,XGBRegressor,118.13183724539621,155.23482275295075,0.5150835038207935,3.0547
Expo 5,RandomForestRegressor,81.37991666666662,115.12362432493309,0.3952155541841088,3.0547
impo_1,Nixtla Conjunto: LinearRegression,0.07401435075671278,0.09258911735556152,0.19482611261010432,4.7981
impo_1,Nixtla Conjunto: XGBRegressor,0.07603323485544011,0.09696088419948767,0.19374903953234016,4.7981
impo_1,Nixtla Conjunto: RandomForestRegressor,0.07134639501892646,0.08676080110013418,0.18843965194920878,4.7981
impo_2,Nixtla Conjunto: LinearRegression,0.11567910756450357,0.12028757655924188,1.049376584137914,4.7981
impo_2,Nixtla Conjunto: XGBRegressor,0.2060210130828249,0.2549177947805795,1.1718712895967545,4.7981
impo_2,Nixtla Conjunto: RandomForestRegressor,0.12657742901691418,0.1361107885241537,1.0554749218297015,4.7981
impo_3,Nixtla Conjunto: LinearRegression,0.10035329453486977,0.10671621274163921,1.8616775178548082,4.7981
impo_3,Nixtla Conjunto: XGBRegressor,0.060821254495580526,0.06257632774855491,1.8246015110892095,4.7981
impo_3,Nixtla Conjunto: RandomForestRegressor,0.0723066981682309,0.07480504804820903,1.8453884745712277,4.7981
impo_4,Nixtla Conjunto: LinearRegression,0.08005354647865008,0.0867737729797071,1.5123175113100429,4.7981
impo_4,Nixtla Conjunto: XGBRegressor,0.04135043340528312,0.043067762815412795,1.3469100430995116,4.7981
impo_4,Nixtla Conjunto: RandomForestRegressor,0.04265331800468921,0.04502277555752799,1.3556486802934624,4.7981
impo_5,Nixtla Conjunto: LinearRegression,0.05542950172154513,0.07927411512720604,0.4714054869146366,4.7981
impo_5,Nixtla Conjunto: XGBRegressor,0.059764585441060836,0.0912934444994726,0.5315648170219556,4.7981
impo_5,Nixtla Conjunto: RandomForestRegressor,0.05541373977864479,0.0860776207409349,0.4934868686983018,4.7981
impo_6,Nixtla Conjunto: LinearRegression,0.0658660516238825,0.07157921889137793,1.1477854011374131,4.7981
impo_6,Nixtla Conjunto: XGBRegressor,0.08370119023432769,0.09032248650873213,1.6465588815248526,4.7981
impo_6,Nixtla Conjunto: RandomForestRegressor,0.07795664274809516,0.08302744331393849,1.566787711660135,4.7981
impo_7,Nixtla Conjunto: LinearRegression,0.06221034280498713,0.06980082344964093,0.7916703960938166,4.7981
impo_7,Nixtla Conjunto: XGBRegressor,0.030467909585694952,0.035340852061598066,0.5206464128678779,4.7981
impo_7,Nixtla Conjunto: RandomForestRegressor,0.016918714810537486,0.0220954334962108,0.3310574935817673,4.7981
expo_1,Nixtla Conjunto: LinearRegression,0.11446497042632234,0.12673977846120457,0.6576319837058293,4.7981
expo_1,Nixtla Conjunto: XGBRegressor,0.1305865882886722,0.1487775180043479,0.6941788376517892,4.7981
expo_1,Nixtla Conjunto: RandomForestRegressor,0.14369670081724367,0.16916347016993644,0.7094501099598423,4.7981
expo_2,Nixtla Conjunto: LinearRegression,0.08788929621089173,0.09559054129467093,1.2638526049979961,4.7981
expo_2,Nixtla Conjunto: XGBRegressor,0.12974710313291865,0.16946200926831825,1.2727587191003382,4.7981
expo_2,Nixtla Conjunto: RandomForestRegressor,0.10683226811262488,0.12713266847454013,1.25658608257705,4.7981
expo_3,Nixtla Conjunto: LinearRegression,0.07612530478618294,0.08178320434080424,0.828574039464737,4.7981
expo_3,Nixtla Conjunto: XGBRegressor,0.02680461351701844,0.05158830583346925,0.3426915776848132,4.7981
expo_3,Nixtla Conjunto: RandomForestRegressor,0.035374492563012824,0.05391860107490893,0.46563764772145894,4.7981
expo_4,Nixtla Conjunto: LinearRegression,0.09905503531601395,0.10132886627238659,1.7025810107395678,4.7981
expo_4,Nixtla Conjunto: XGBRegressor,0.04540556768880332,0.04603758242657965,1.4793019846749165,4.7981
expo_4,Nixtla Conjunto: RandomForestRegressor,0.07352108637408244,0.07558588986528174,1.6217096743295543,4.7981
expo_5,Nixtla Conjunto: LinearRegression,0.08053669383978619,0.08599775941839083,1.2562505511069453,4.7981
expo_5,Nixtla Conjunto: XGBRegressor,0.03187493320083913,0.034749638191005426,0.8461291551674579,4.7981
expo_5,Nixtla Conjunto: RandomForestRegressor,0.046780671036763186,0.04758064471261327,1.0518427165852504,4.7981
